id,name,url,updated,output_file_path
0TO5w000000ZdTHGA0,Tiles,https://domo-support.domo.com/s/topic/0TO5w000000ZdTHGA0,2023-04-16 19:33:15.562326,../../raw_kb/category/tiles
0TO5w000000ZanjGAC,Exporting Cards And Dashboards,https://domo-support.domo.com/s/topic/0TO5w000000ZanjGAC,2023-04-16 19:34:35.193004,../../raw_kb/category/exporting_cards_and_dashboards
0TO5w000000ZansGAC,Interacting With Cards And Dashboards,https://domo-support.domo.com/s/topic/0TO5w000000ZansGAC,2023-04-16 19:37:12.778725,../../raw_kb/category/interacting_with_cards_and_dashboards
0TO5w000000ZanoGAC,Implementing SSO,https://domo-support.domo.com/s/topic/0TO5w000000ZanoGAC,2023-04-16 19:35:05.594420,../../raw_kb/category/implementing_sso
0TO5w000000ZanGGAS,Certifications,https://domo-support.domo.com/s/topic/0TO5w000000ZanGGAS,2023-04-16 19:34:49.360670,../../raw_kb/category/certifications
0TO5w000000ZandGAC,Domo Security Options,https://domo-support.domo.com/s/topic/0TO5w000000ZandGAC,2023-04-16 19:36:23.544835,../../raw_kb/category/domo_security_options
0TO5w000000ZannGAC,Governance Tools,https://domo-support.domo.com/s/topic/0TO5w000000ZannGAC,2023-04-16 19:34:56.014041,../../raw_kb/category/governance_tools
0TO5w000000ZanMGAS,Controlling Access In Domo,https://domo-support.domo.com/s/topic/0TO5w000000ZanMGAS,2023-04-16 19:34:54.332061,../../raw_kb/category/controlling_access_in_domo
0TO5w000000ZaoGGAS,Specifying Company Settings,https://domo-support.domo.com/s/topic/0TO5w000000ZaoGGAS,2023-04-16 19:32:54.628177,../../raw_kb/category/specifying_company_settings
0TO5w000000Zan4GAC,Admin Settings Overview,https://domo-support.domo.com/s/topic/0TO5w000000Zan4GAC,2023-04-16 19:36:20.177955,../../raw_kb/category/admin_settings_overview
0TO5w000000Zan5GAC,Approvals,https://domo-support.domo.com/s/topic/0TO5w000000Zan5GAC,2023-04-16 19:36:43.244908,../../raw_kb/category/approvals
0TO5w000000ZkAMGA0,Workflows,https://domo-support.domo.com/s/topic/0TO5w000000ZkAMGA0,2023-04-16 19:36:29.101828,../../raw_kb/category/workflows
0TO5w000000ZapEGAS,Roles,https://domo-support.domo.com/s/topic/0TO5w000000ZapEGAS,2023-04-16 19:35:15.471885,../../raw_kb/category/roles
0TO5w000000ZapJGAS,User And Group Management,https://domo-support.domo.com/s/topic/0TO5w000000ZapJGAS,2023-04-16 19:36:03.296593,../../raw_kb/category/user_and_group_management
0TO5w000000ZanbGAC,Domo Everywhere,https://domo-support.domo.com/s/topic/0TO5w000000ZanbGAC,2023-04-16 19:32:25.978004,../../raw_kb/category/domo_everywhere
0TO5w000000ZaoBGAS,Scheduled Reports,https://domo-support.domo.com/s/topic/0TO5w000000ZaoBGAS,2023-04-16 19:35:12.446008,../../raw_kb/category/scheduled_reports
0TO5w000000Zao7GAC,Publications (Slideshows),https://domo-support.domo.com/s/topic/0TO5w000000Zao7GAC,2023-04-16 19:33:17.019391,../../raw_kb/category/publications_slideshows
